Error rate
0.531250
0.187500
0.281250
0.187500
0.187500
0.250000
0.312500
0.343750
0.343750
0.375000
0.562500
0.218750
0.250000
0.125000
0.156250
0.125000
0.156250
0.437500
0.375000
0.343750
0.281250
0.093750
0.281250
0.156250
0.218750
0.250000
0.281250
0.125000
0.187500
0.187500
0.218750
0.281250
0.250000
0.187500
0.187500
0.250000
0.187500
0.187500
0.312500
0.312500
0.156250
0.125000
0.281250
0.156250
0.156250
0.187500
0.218750
0.187500
0.187500
0.218750
0.281250
0.218750
0.156250
0.281250
0.187500
0.187500
0.312500
0.187500
0.062500
0.093750
0.156250
0.218750
0.156250
0.250000
0.156250
0.125000
0.406250
0.250000
0.218750
0.312500
0.187500
0.375000
0.187500
0.187500
0.218750
0.187500
0.187500
0.218750
0.187500
0.125000
0.218750
0.218750
0.187500
0.218750
0.343750
0.156250
0.343750
0.156250
0.156250
0.343750
0.218750
0.187500
0.281250
0.156250
0.375000
0.312500
0.187500
0.281250
0.187500
0.156250
