Error rate
0.687500
0.062500
0.000000
0.312500
0.062500
0.062500
0.312500
0.375000
0.000000
0.375000
0.062500
0.125000
0.187500
0.187500
0.125000
0.187500
0.250000
0.250000
0.062500
0.125000
0.125000
0.125000
0.125000
0.312500
0.000000
0.125000
0.187500
0.187500
0.125000
0.125000
0.250000
0.125000
0.125000
0.125000
0.125000
0.125000
0.375000
0.062500
0.062500
0.125000
0.062500
0.250000
0.062500
0.250000
0.125000
0.062500
0.062500
0.125000
0.000000
0.000000
0.125000
0.812500
0.375000
0.500000
0.125000
0.312500
0.562500
0.125000
0.312500
0.125000
0.125000
0.250000
0.062500
0.000000
0.062500
0.125000
0.125000
0.000000
0.125000
0.125000
0.312500
0.375000
0.125000
0.187500
0.125000
0.125000
0.250000
0.375000
0.000000
0.250000
0.000000
0.125000
0.125000
0.125000
0.125000
0.000000
0.125000
0.000000
0.187500
0.000000
0.250000
0.125000
0.312500
0.375000
0.125000
0.250000
0.000000
0.000000
0.250000
0.125000
