Error rate
0.406250
0.250000
0.546875
0.328125
0.296875
0.656250
0.296875
0.437500
0.359375
0.375000
0.109375
0.265625
0.562500
0.468750
0.468750
0.250000
0.484375
0.468750
0.359375
0.468750
0.265625
0.281250
0.484375
0.250000
0.312500
0.296875
0.312500
0.265625
0.250000
0.218750
0.312500
0.187500
0.281250
0.187500
0.593750
0.156250
0.343750
0.406250
0.093750
0.671875
0.343750
0.265625
0.390625
0.484375
0.234375
0.281250
0.296875
0.453125
0.531250
0.437500
0.312500
0.203125
0.203125
0.390625
0.312500
0.281250
0.437500
0.625000
0.281250
0.343750
0.421875
0.640625
0.312500
0.359375
0.156250
0.296875
0.296875
0.328125
0.390625
0.500000
0.468750
0.312500
0.453125
0.218750
0.250000
0.328125
0.281250
0.234375
0.421875
0.281250
0.546875
0.328125
0.343750
0.375000
0.187500
0.421875
0.484375
0.265625
0.437500
0.484375
0.484375
0.265625
0.484375
0.390625
0.406250
0.562500
0.546875
0.171875
0.218750
0.140625
