Error rate
0.502197
0.488525
0.497314
0.499756
0.500732
0.499268
0.495850
0.500977
0.500488
0.439697
0.496826
0.498535
0.504395
0.505127
0.500977
0.499023
0.493408
0.502930
0.499023
0.500244
0.505371
0.500488
0.498291
0.500977
0.503662
0.501465
0.527100
0.501953
0.501953
0.501221
0.492920
0.492676
0.499023
0.500488
0.497559
0.497803
0.494141
0.506592
0.502197
0.503174
0.506348
0.499023
0.502441
0.500488
0.503906
0.504150
0.502197
0.494873
0.497314
0.500488
0.499268
0.503174
0.494141
0.499756
0.508789
0.500244
0.505127
0.501221
0.492676
0.496826
0.502441
0.496338
0.503418
0.505615
0.498291
0.499023
0.495605
0.499512
0.499512
0.498047
0.478516
0.503174
0.504883
0.498535
0.494873
0.500977
0.502686
0.496338
0.498047
0.496338
0.500977
0.502197
0.492432
0.502197
0.502441
0.501465
0.495361
0.495605
0.497803
0.504883
0.501709
0.499268
0.503418
0.503906
0.500488
0.496826
0.497803
0.497559
0.499756
0.497803
