Error rate
0.489014
0.500732
0.483154
0.504150
0.502441
0.500244
0.500244
0.508789
0.482910
0.516357
0.488281
0.503906
0.492432
0.498291
0.511719
0.512695
0.490234
0.494141
0.490479
0.495117
0.498047
0.503906
0.498291
0.492920
0.491699
0.499268
0.493164
0.504639
0.489990
0.501221
0.503906
0.515625
0.511719
0.501465
0.495117
0.488525
0.498535
0.489014
0.504883
0.503418
0.496826
0.499756
0.509766
0.502197
0.500000
0.482666
0.515381
0.492920
0.493896
0.502686
0.509766
0.493896
0.520020
0.498535
0.495117
0.520508
0.494629
0.472656
0.499512
0.495361
0.490479
0.500977
0.508301
0.488525
0.485352
0.496582
0.494141
0.484375
0.483154
0.511475
0.514893
0.512695
0.513672
0.499268
0.500244
0.480469
0.514893
0.494873
0.502197
0.490967
0.485596
0.504395
0.508545
0.490967
0.503174
0.481201
0.494385
0.483154
0.489746
0.494873
0.502930
0.501953
0.498779
0.516602
0.505615
0.489258
0.494385
0.484619
0.499512
0.495605
