Error rate
0.468750
0.421875
0.250000
0.421875
0.218750
0.171875
0.343750
0.218750
0.140625
0.203125
0.328125
0.343750
0.328125
0.187500
0.125000
0.265625
0.218750
0.406250
0.406250
0.390625
0.328125
0.421875
0.281250
0.328125
0.156250
0.500000
0.171875
0.390625
0.171875
0.437500
0.312500
0.265625
0.312500
0.531250
0.218750
0.125000
0.312500
0.218750
0.250000
0.250000
0.187500
0.156250
0.328125
0.218750
0.203125
0.281250
0.406250
0.250000
0.312500
0.406250
0.125000
0.328125
0.250000
0.359375
0.156250
0.437500
0.218750
0.281250
0.343750
0.406250
0.312500
0.281250
0.468750
0.468750
0.218750
0.343750
0.281250
0.312500
0.203125
0.375000
0.218750
0.218750
0.375000
0.312500
0.281250
0.218750
0.265625
0.328125
0.218750
0.359375
0.296875
0.218750
0.312500
0.406250
0.234375
0.156250
0.218750
0.281250
0.281250
0.062500
0.296875
0.375000
0.515625
0.281250
0.250000
0.343750
0.296875
0.343750
0.453125
0.421875
