0.178381, 2.344862
0.338171, 0.760394
0.334036, 1.475232
0.095377, 0.545673
0.227802, 0.733010
0.152678, 0.414498
0.368033, 1.185597
0.432748, 0.951669
0.251372, 0.457322
0.397797, 0.840246
0.348330, 0.893766
0.396513, 1.091571
0.321504, 0.772622
0.378441, 1.022303
0.300197, 1.453274
0.139233, 1.724926
0.310773, 0.520490
0.178923, 0.857905
0.315980, 0.547919
0.199643, 1.975154
0.433818, 0.982331
0.294282, 1.546407
0.185268, 1.206164
0.175486, 1.399433
0.243278, 0.800108
0.167002, 1.323400
0.153915, 0.730321
0.438919, 1.106534
0.352602, 1.220030
0.339805, 0.789926
0.109661, 1.141296
0.156029, 0.375046
0.236785, 0.325149
0.228682, 0.656983
0.309617, 1.258418
0.090508, 0.357662
0.334578, 0.882161
0.223359, 1.375610
0.397236, 0.874476
0.374021, 1.324859
0.141731, 0.922018
0.221735, 1.118943
0.140381, 1.686341
0.318415, 1.335949
0.056705, 2.502804
0.322275, 0.658801
0.237104, 2.035366
0.113255, 0.585715
0.304619, 0.819323
0.438626, 0.658966
0.066626, 0.043106
0.204658, 1.766990
0.341029, 1.100139
0.155830, 0.072407
0.188204, 0.806743
0.204010, 0.311589
0.168381, 0.767745
0.426633, 1.014191
0.172762, 2.710754
0.319644, 0.698173
0.105478, 0.272529
0.241935, 0.532038
0.184768, 1.162934
0.382320, 1.089479
0.252511, 0.426404
0.237493, 0.827005
0.192971, 1.251288
0.310355, 1.224140
0.241875, 0.592141
0.328871, 0.665171
0.336452, 1.312603
0.279908, 0.475960
0.051805, 0.230059
0.287807, 0.598664
0.431816, 1.001287
0.341357, 1.426792
0.176854, 0.852240
0.108769, 0.403521
0.086211, 1.990061
0.439546, 0.692773
0.364486, 1.201053
0.300683, 1.136972
0.337072, 1.339844
0.170904, 0.417710
0.287550, 0.911660
0.243782, 1.054504
0.341325, 1.346462
0.244700, 0.842136
0.404527, 0.953013
0.365005, 1.200659
0.227110, 0.986392
0.348209, 0.744856
0.127347, 0.084347
0.354686, 0.883869
0.305252, 1.218729
-0.016725, -2.543702
0.256179, 0.552690
0.308078, 0.731509
0.139064, 1.069404
0.432783, 0.841397
