0.417927, -0.016847
0.439024, 0.017254
0.393965, 0.033403
0.327858, -0.098354
0.315055, -0.039374
0.305226, -0.126871
0.389679, 0.028499
0.741716, 0.262874
0.680244, 0.008899
0.532306, 0.129747
0.259193, -0.119669
0.709090, 0.051759
0.253735, -0.125906
0.387963, -0.059420
0.713487, 0.050486
0.604860, -0.024209
0.690892, 0.060895
0.464145, -0.154288
0.268792, -0.097926
0.628063, -0.043753
0.483434, -0.072687
0.417970, -0.022486
0.624148, 0.072645
0.416476, 0.022120
0.409814, 0.003969
0.363365, -0.024125
0.729936, 0.074367
0.580060, -0.046523
0.675745, 0.189928
0.560489, -0.015849
0.549927, 0.090830
0.283236, -0.085960
0.344790, -0.064767
0.350156, 0.007265
0.638078, 0.146355
0.736435, 0.203712
0.542992, -0.071707
0.492148, 0.029529
0.284186, -0.098861
0.369160, -0.083941
0.420865, 0.077698
0.468314, -0.029723
0.711672, 0.055735
0.491667, -0.057307
0.482973, -0.107111
0.405735, -0.150358
0.347326, 0.004589
0.455065, 0.052038
0.577900, 0.123384
0.679074, 0.034386
0.489799, -0.046036
0.676895, 0.300195
0.423884, 0.046292
0.471643, -0.040935
0.473903, 0.039756
0.460137, 0.052385
0.478193, -0.142792
0.626519, 0.206993
0.335944, -0.017410
0.369473, -0.066144
0.486631, -0.131616
0.746342, 0.116651
0.668371, 0.033307
0.599760, -0.038623
0.654010, 0.077763
0.424061, -0.052208
0.745191, 0.145523
0.305239, -0.073444
0.620073, 0.137226
0.301373, -0.164531
0.711695, 0.283816
0.678261, 0.102763
0.482888, 0.059980
0.533117, -0.089675
0.728125, 0.071176
0.553800, 0.176208
0.406054, -0.032607
0.643325, -0.028531
0.429574, 0.000105
0.515690, -0.009012
0.667134, 0.066381
0.379687, 0.020582
0.527266, 0.121781
0.648527, 0.106727
0.477135, -0.164434
0.542976, 0.102889
0.662425, 0.005913
0.561295, -0.099894
0.469194, 0.068809
0.397350, 0.003888
0.639080, 0.123390
0.554638, -0.078535
0.517305, -0.110406
0.434598, 0.065236
0.349209, -0.157702
0.537131, -0.062706
0.478823, 0.029463
0.331506, -0.028004
0.694943, 0.024097
0.463382, 0.084825
