0.152626, 0.946948
0.463914, 0.968421
0.260418, 1.021098
0.177268, 1.049564
0.165908, 1.080546
0.319651, 1.049322
0.094758, 0.564061
0.413279, 0.979956
0.029804, 0.149190
0.360313, 0.957420
0.287812, 0.901458
0.352586, 0.966448
0.035546, 0.961734
0.423747, 0.961072
0.435119, 0.994658
0.141860, 1.095565
0.061400, 1.146906
0.279497, 0.919156
0.052990, 0.887750
0.410749, 0.933533
0.171382, 0.876618
0.261885, 1.130076
0.237251, 0.802740
0.396443, 1.047030
0.067152, 0.664662
0.089690, 0.763622
0.156031, 1.036857
0.179758, 1.114778
0.066029, 1.367923
0.162091, 1.148355
0.069700, 1.084477
0.307233, 1.048887
0.170401, 0.932429
0.348862, 1.098324
0.444131, 0.886211
0.029309, 0.302022
0.229784, 1.268866
0.368887, 1.100644
0.465202, 0.999920
0.060040, 0.822932
0.379971, 0.987437
0.449994, 1.110886
0.416532, 0.961296
0.141372, 1.156078
0.175139, 0.895042
0.370556, 0.996738
0.179664, 0.953526
0.485892, 0.945822
0.191689, 1.083873
0.106134, 0.816012
0.105080, 1.128087
0.190573, 0.909068
0.344701, 0.953030
0.073966, 0.770876
0.479955, 1.030241
0.047222, 0.113836
0.479096, 1.019692
0.522553, 0.941066
0.214481, 1.119417
0.330850, 1.011735
0.215484, 0.889497
0.369335, 0.987469
0.074006, 0.333856
0.379264, 1.064199
0.302412, 0.957145
0.415587, 1.006016
0.352924, 1.051773
0.402581, 0.993871
0.228545, 1.046898
0.299805, 0.879886
0.082078, 0.673743
0.038507, 0.589535
0.484731, 0.938107
0.450179, 1.030760
0.180164, 0.918562
0.275449, 0.922598
0.063794, 1.073468
0.399330, 0.955254
0.293422, 0.906769
0.238892, 0.880540
0.326530, 0.950978
0.046359, 0.476828
0.224975, 0.941424
0.349768, 0.977783
0.451714, 1.000884
0.092816, 0.692957
0.054888, 1.217496
0.080700, 0.933070
0.232927, 0.919625
0.018430, 0.361337
0.017108, 0.508131
0.265134, 0.980957
0.399001, 0.986869
0.145480, 0.923608
0.108433, 0.834017
0.375562, 1.120340
0.054049, 0.092229
0.482571, 0.949929
0.436064, 1.021402
0.025825, 1.131115
