Error rate
0.453125
0.421875
0.328125
0.531250
0.578125
0.531250
0.406250
0.546875
0.359375
0.468750
0.546875
0.343750
0.468750
0.656250
0.468750
0.593750
0.640625
0.421875
0.750000
0.625000
0.375000
0.406250
0.593750
0.546875
0.437500
0.578125
0.468750
0.390625
0.265625
0.578125
0.406250
0.343750
0.437500
0.468750
0.468750
0.484375
0.500000
0.406250
0.750000
0.578125
0.593750
0.359375
0.468750
0.562500
0.578125
0.484375
0.578125
0.390625
0.515625
0.500000
0.406250
0.593750
0.468750
0.359375
0.765625
0.296875
0.437500
0.453125
0.593750
0.390625
0.609375
0.421875
0.562500
0.281250
0.390625
0.593750
0.484375
0.703125
0.390625
0.609375
0.531250
0.609375
0.406250
0.468750
0.390625
0.625000
0.515625
0.375000
0.578125
0.609375
0.500000
0.640625
0.531250
0.437500
0.265625
0.484375
0.562500
0.562500
0.375000
0.437500
0.375000
0.453125
0.421875
0.390625
0.515625
0.421875
0.531250
0.390625
0.453125
0.500000
